id,name,kind,region,lat,lon,pos_src,address,alol,char,ckind,colour,group,period,phases,phases_src,flash_s,sectored,sectors_text,lum_nm,geo_nm,iala_nm,reach_nm,intensity_cd,elev_m,optic,optic_order,optic_evidence,optic_make,optic_model,optic_type,optic_size,rpm,panels,panels_total,panels_note,led,solar,ais,dgps,racon,navtex,vts,tower_type,tower_h_m,tower_colour,tower_year,established,visit,tourism,museum,record,ledger_url,page_url,rowlett,arlhs,wikidata,photo,transcribed,no_ledger,ledger_issues,equip_years,equip_since,tenders,photo_credit
false-point-lighthouse,False Point Lighthouse,lighthouse,Kolkata,20.32383,86.74167,DGLL ledger,"False Point Lighthouse, PO — Barakolikhola, Dist. Kendrapara Odisha — 754 142.",F 1006,Fl (2) W 20 Sec,Fl,W,2,20,"[0.25, 2.0, 0.25, 17.5]",derived,0.25,False,,23.3,17,20.4,17,132500,26,revolving,,"Size: 250 mm (4th order small), revolving; R.P.M. 3; Pedestal: Mercury Float","M/s B.B.T, Paris",,,"250 mm (4th order small), revolving",3,2,,,False,False,False,False,,,False,Circular Masonry Tower,32,Red and White Band,1836,1836,open,True,False,True,https://www.dgll.nic.in/sites/default/files/2022-11/kalkata3.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-kolkata/false-point-lighthouse,"1836 (British). Active; focal plane 38 m (125 ft); two white flashes every 20 s. 38 m (125 ft) round granite tower, painted with horizontal red and white bands. The lighthouse traditionally carries a 10-point star-shaped daymark, placed in recent years on one of the white bands. Somanath Debnath's 2022 photo is at right, Pravir Sahoo has a 2015 photo, Smrutirekha Dey has a photo, Alok Swain has a street view, and Google has a satellite view. The lighthouse was built to mark the entrance to the Mahanadi River; it also marks the nearby cape, which is called False Point because mariners bound for Calcutta sometimes mistook it for Palmyras Point farther north. This is one of three lighthouses in",IND-033,,,True,,"[""Ledger gives 'Elevation of ground 6 m' and 'Elevation of tower 26 m' (tower height 32 m); 26 m used as elevation"", ""No year of establishment or commissioning stated""]",{},{},"[2556, 2518, 2537, 2536]",
paradeep-lighthouse,Paradeep Lighthouse,lighthouse,Kolkata,20.255,86.65833,"DGLL ledger, seconds column read as decimal minutes (matches OpenStreetMap node/6985663820)","Paradeep Lighthouse& DGPS Station, PO — Paradeep, Dist. Jagatsingpur, Odisha — 754 142.",F 1004.4,Fl (3) W 30 Sec.,Fl,W,3,30,"[0.75, 2.0, 0.75, 2.0, 0.75, 23.75]",derived,0.75,False,,17,17.5,16.5,17,26928,40.4,revolving,,Optical equipment: TRB 220 (Revolving); RPM 2,"Tideland Signal Corporation, USA",TRB 220,Revolving,915 mm height & 445 mm Dia.; Focal Length 110 mm,2,6,,,False,True,True,True,K,,False,Tapering Circular RCC Tower,40.86,Black and White Band,1988,1988,open,True,False,True,https://www.dgll.nic.in/sites/default/files/2022-11/Kolkata%204.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-kolkata/paradeep-lighthouse,"1988. Active; focal plane 40 m (131 ft); three white flashes every 30 s. 40 m (131 ft) round concrete tower with lantern, gallery, and a circular observation and control room about 1/3 the way up the tower. Lighthouse painted with black and white horizontal bands; lantern dome painted red. Rudra Pratap Majhi's 2024 photo is at right, Jitendra Dash has a similar 2022 closeup, Sujit Kumar Mishra has a 2019 photo, Linga Raju has a 2017 photo, Jitendra Dash has a 2022 closeup, Sitansu Sekhar Sutar has a street view, and Google has a satellite view. In 2013 the lighthouse was identified as one of three Odisha light stations scheduled for development as tourist attractions. Located behind the beac",IND-049,,,True,,"[""Divergence printed as '2.40 (Horiz.) & 1.15 (Vert.)' without degree signs; unclear whether decimal degrees or degrees-minutes"", ""No date of commissioning / establishment year stated"", ""Tower height 40.86 m exceeds stated elevation of tower 40.4 m (ground elevation 4 m)"", ""Luminous intensity 26928 cd and divergence figures are identical to the Kalingapatnam ledger""]","{""ais"": 2012, ""dgps"": 2019}","{""racon"": {""year"": 2004, ""src"": ""network""}, ""ais"": {""year"": 2012, ""src"": ""ledger""}, ""dgps"": {""year"": 2019, ""src"": ""ledger""}}","[2537, 2536, 2125, 1722]",
umergam-lighthouse,Umergam Lighthouse,lighthouse,Mumbai,20.195,72.75,DGLL ledger,"Navigational Assistant Umergaon Lighthouse P.O. -Umergaon, Dist. -Valsad Gujarat Pin-396170",F 0489,"Fl W 15 Sec. (fl. 0.33, ec. 14.67)",Fl,W,1,15,"[0.33, 14.67]",ledger,0.4,False,,19,16.9,21.1,16.9,173684,35,revolving,,Type: WM-RB500 Marine Rotating Beacon; Rotation Device: 2 Nos. Stepper Motor; R.P.M. 0.67,Welth Marine Pvt Ltd. Singapore,WM-RB500,WM-RB500 Marine Rotating Becon,500 mm,0.67,6,,,True,True,True,False,M,,False,Triangular R.C.C Tower,30,Red & White Bands,1979,1979,open,True,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/mm6.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-mumbai/umergam-lighthouse,"1979. Active; focal plane 35 m (115 ft); white flash every 15 s. 30 m (98 ft) triangular cylindrical concrete tower with lantern and double gallery, painted with horizontal red and white bands. Khalasi Krunal's 2019 photo is at the top of this page, Vikas Mhaskar has a 2021 photo, Chandni Rajendran has a view from atop the lighthouse, and Google has a satellite view. Umergam Beach is a popular resort, and the lighthouse is an attraction. Located off the beach at Umbergaon. Site open, tower open daily. Operator: DGLL. ARLHS IND-118; Admiralty F0489; NGA 28092.",IND-118,,https://www.dgll.nic.in/sites/default/files/2022-11/Umergam_Lighthouse.png,True,,"[""Duration of Flash 0.4 Sec differs from characteristic flash 0.33 s""]","{""racon"": 2018}","{""racon"": {""year"": 2018, ""src"": ""ledger""}, ""ais"": {""year"": 2012, ""src"": ""network""}}",[],DGLL
dahanu-lighthouse,Dahanu Lighthouse,lighthouse,Mumbai,19.975,72.71667,DGLL ledger,"Dahanu Lighthouse At/ P.O. Dahanu, Tal/Dahanu, Dist. Palghar , Pin – 401602.",F0491,fl W 05 Sec. (Fl 0.3 ),Fl,W,1,5,"[0.3, 4.7]",derived,0.3,False,,10,12.1,12.1,10,3910,13,flasher,,Type: LED Flasher; Rotation Device: 'WhiteFlashing Light'; R.P.M.: NA; Pedestal: GI pipe stand,Sealite,SL155-10D with GSM Monitoring System,LED Flasher,171mm,,,,,True,True,False,False,,,False,Metal Frame Work Tower,12,7,,,grounds,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/mm7.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-mumbai/dahanu-lighthouse,"Date unknown. Active; focal plane 13 m (43 ft); white flash every 5 s. 12 m (39 ft) mast. A closeup photo (fifth from last photo on a long page) is available but the mast has not been located in Google's satellite view. NGA lists a skeletal tower. Located on the north side of the entrance to Khongda (Dahanu) Creek at Dahanu, a city of about 80,000 residents. Site open, tower closed. Admiralty F0491; NGA 28088.",,,https://www.dgll.nic.in/sites/default/files/2022-11/Dahanu%20Lighthouse.jpg,True,,"[""Commissioning/established date not stated; only 'Date of Installation of New LED Flashing Light: 29.10.2020'"", ""Rotation Device field filled with 'WhiteFlashing Light'"", ""NAIS base station fields empty though VSAT Antenna 'Prodelin 2.4 meter' is listed""]",{},{},[],DGLL
chandrabhaga-lighthouse,Chandrabhaga Lighthouse,lighthouse,Kolkata,19.87167,86.106,DGLL ledger,"Chandrabhaga Lighthouse, Konark PO — Konark, Dist. Puri, Odisha — 752 111.",F 1003,FL W 10 Sec,Fl,W,1,10,"[0.3, 9.7]",derived,0.3,False,,14.5,16.5,14.3,14.5,10500,37,revolving,4,"Size: 4th order small, revolving; RPM 3; inverter for 'Rotation'","Stone Chance, France",,revolving,"4th order small, Focal Length 250 mm",3,2,,,False,True,True,False,,,False,Circular RCC Tower,30.5,Red and White Bands,1968,1968,open,True,False,True,https://www.dgll.nic.in/sites/default/files/2022-11/Kolkata%20%285%29.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-kolkata/chandrabhaga-lighthouse,"1968. Active; focal plane 37 m (122 ft); white flash every 10 s. 30 m (98 ft) round masonry tower, painted with horizontal red and white bands. Two 1-story keeper's houses. Chandra Shekhar Satti's 2023 photo is at the top of this page, Sangeeta Kumari has a closeup 2011 photo, Subhajit Mishra has a 2016 photo, and Google has a satellite view. This is one three lighthouses in Odisha designated for tourist development in 2011. Located just off the beach near Konarak (Konark). Site open, tower open late afternoons daily. . ARLHS IND-025; Admiralty F1003; NGA 26940.",IND-025,,,True,,"[""Divergence printed as '5.30 (Horiz.) & 3.24 (Vert.)' without degree sign or unit; could be degrees-minutes"", ""Elevation: ground 6.5 m, 'Elevation of tower' 37m (used as light elevation)"", ""Panels: 2 (each of 120 degree)""]","{""ais"": 2011}","{""ais"": {""year"": 2011, ""src"": ""ledger""}}","[2559, 2301, 2159, 2124, 1915, 1759, 620]",
tarapur-point-lighthouse,Tarapur Point Lighthouse,lighthouse,Mumbai,19.83528,72.65139,DGLL ledger,,F0491.5,"Fl (3)W 30 Sec.(fl.0.4,ec 5.6,fl 0.4, ec.5.6, fl. 0.4, ec.17.6)",Fl,W,3,30,"[0.4, 5.6, 0.4, 5.6, 0.4, 17.6]",ledger,0.4,False,,23,15.0,16.9,15.0,32116,25,revolving,5,Type: Cut and polished revolving; Pedestal: Mercury Float; Rotation Device: Dual Stepper Motor; R.P.M. 2,B.B.T.,,Cut and polished revolving,187.5 mm (5th order),2,3,,,False,True,True,False,,,False,Square Masonry Tower,23,Black & White bands (5 Bands 4.45 each),1961,1961,closed,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/mm8.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-mumbai/tarapur-point-lighthouse,"1961. Active; focal plane 25 m (82 ft); three white flashes every 30 s. 23 m (75 ft) square cylindrical masonry tower with lantern and gallery, painted with horizontal black and white bands; lantern roof painted red. Raj Davane's 2022 photo is at right, Sumit Popalkar has a 2020 closeup photo, and Google has a satellite view. Tarapur is the site of a large nuclear power station which also provides plutonium for India's nuclear weaons program. Located on a promontory about 6 km (4 mi) southwest of Tarapur. Site status unknown, probably closed. ARLHS IND-115; Admiralty F0491.5; NGA 28084.",IND-115,,https://www.dgll.nic.in/sites/default/files/2022-11/Tarapur%20Point%20Lighthouse.jpg,True,,"[""Duration of Flash field says 1.39 sec while characteristic gives fl 0.4"", ""Degree signs printed as backticks in position and divergence ('19` 50'', '16.72`')"", ""Illuminant 'Main' row reads '03 Phase MSEDCL Supply'""]",{},"{""ais"": {""year"": 2012, ""src"": ""network""}}",[1739],DGLL
puri-lighthouse,Puri Lighthouse,lighthouse,Kolkata,19.79,85.80611,DGLL ledger,"Puri Lighthouse, Baliapanda Puri-752001, Dist. Puri, Odisha",F 1002,FL (3) W 20 SEC,Fl,W,3,20,"[0.11, 2.0, 0.11, 2.0, 0.11, 15.67]",derived,0.11,False,,17,15,16.5,15,26928,30.2,revolving,,Optical Equipment: TRB 220 (Revolving); RPM 3,"Tideland Signal Corporation, USA",TRB 220,Revolving,"915 mm height & 445 mm Dia., Focal Length 110 mm",3,6,,,False,True,True,False,,,False,Circular RCC Tower,25,Black and White Bands,2002,1887,open,True,False,True,https://www.dgll.nic.in/sites/default/files/2022-11/kalkata%206.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-kolkata/puri-lighthouse,"2002 (station established 1887). Active; focal plane 29 m (95 ft); three white flashes every 20 s. 25 m (82 ft) round cylindrical concrete tower with lantern and double gallery, painted with horizontal black and white bands. Several 1-story keeper's cottages nearby. Amit Dey's 2024 photo is at right, Suprriya Basak has a 2022 photo, Aditya Biswaman has a 2017 closeup, Tamal Guha has a late evening street view from the beach, and Google has a satellite view. This is by far the best known lighthouse of Odisha. Early lights were mounted on the wall of the Circuit House; in 1956 a skeletal tower was mounted atop a new Circuit House. The Puri area is a very popular seaside resort; H.G. Mukhopadhy",IND-056,,,True,,"[""Elevation given as 'Elevation of ground 5.2 m' and 'Elevation of tower 30.2 m'; 30.2 m used"", ""Divergence values printed without units"", ""Year of establishment not stated""]","{""ais"": 2012}","{""ais"": {""year"": 2012, ""src"": ""ledger""}}","[2030, 1724]",
satpati-lighthouse,Satpati Lighthouse,lighthouse,Mumbai,19.72233,72.70267,DGLL ledger,,F 0492,Fl(2) w 20 Sec,Fl,W,2,20,"[0.267, 2.0, 0.267, 17.47]",derived,0.267,False,,20,17.4,20.5,17.4,139990,38,revolving,,Type: Tideland TRB-220 Marine Rotating Beacon; Rotation Device: Stepper Motor gearless direct drive; R.P.M. 1.5,"Tideland signal Corporation, USA",TRB-220,Tideland TRB-220 Marine Rotating Beacon,110 mm focal Length,1.5,4,6,04 fresnel lense + 2 blank,False,True,False,False,,,False,Circular RCC Tower,30,Red & White band (3 Red 2 White),2010,2010,grounds,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/mm9.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-mumbai/satpati-lighthouse,"2010. Active; focal plane 30 m (98 ft); two white flashes every 20 s. Approx. 25 m (82 ft) round cylindrical concrete tower with lantern and gallery, painted with red and white horizontal bands. A 2023 photo and a 2013 photo are available, Parag Mhatre has a view from the top of the tower, and Google has a 2017 photo and a satellite view. The previous light, described by NGA as a mast, was actually a square skeletal tower with a focal plane of 22 m (72 ft). The lighthouse is on the grounds of the Maharashtra Government Fisheries Training Center in Satpati, a fishing port about 80 km (50 mi) north of Mumbai. Site open, tower closed. Admiralty F0492; NGA 28076.",,,https://www.dgll.nic.in/sites/default/files/2022-11/Satpati%20Lighthouse.jpg,True,,"[""No. of lens given as '06 (04 fresnel lense + 2 blanks)'""]",{},{},[2544],DGLL
prayagi-lighthouse,Prayagi Lighthouse,lighthouse,Kolkata,19.46667,85.16667,DGLL ledger,"Village Praygi, PO — Palur Via Humma Dist. Ganjam, PIN— 761 027, Odisha",F 1000,GR FL (2) W 10 SEC,Fl,W,2,10,"[0.2, 1.0, 0.2, 8.6]",derived,0.2,False,,17,16.4,16.5,16.4,26928,38.1,revolving,,Optical Equipment TRB 220; RPM 3,"Tideland Signal Corporation, USA",TRB 220,,915 mm height & 445 mm Dia.; focal length 110 mm,3,3,,,False,True,True,False,,,False,Circular RCC Tower,30,Spiral Red and White Bands,2012,2012,grounds,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-11/kalkata%208.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-kolkata/prayagi-lighthouse,"2012. Active; focal plane 40 m (131 ft); two white flashes every 10 s. 32 m (105 ft) round concrete tower with lantern and gallery, painted with red and white spiral bands. Susanta Patra has a closeup 2020 photo, a 2023 photo is available, Manoj Pradhan has a 2017 photo, and Google has a satellite view. Located on the coast about 25 km (15 mi) northeast of Ganjam. Site open, tower status unknown. Admiralty F1000; NGA 26946.",,,,True,,"[""Elevation given as 'Elevation of ground 8.1 m' and 'Elevation of tower 38.1 m'; 38.1 m used"", ""Divergence printed '2.40 (Horiz.) & 1.15 (Vert.)' without units; taken as degrees"", ""No date of commissioning given (only innovation August 2013)"", ""3 panels at 3 RPM does not obviously match GR FL (2) every 10 sec"", ""Intensity labelled 'Luminous Intensity' rather than effective beam intensity""]","{""ais"": 2012}","{""ais"": {""year"": 2012, ""src"": ""ledger""}}",[],
arnala-lighthouse,Arnala Lighthouse,lighthouse,Mumbai,19.45667,72.74667,DGLL ledger,"ArnalaLighthoiuseArnala , Virar (W) Palghar – 401302",F 0494,FL 3 WR 15 Sec. (FL 0.83 Sec.),Fl,W,3,15,"[0.83, 1.5, 0.83, 1.5, 0.83, 9.51]",derived,0.83,True,,25,19.0,21.5,19.0,209000,48,revolving,,Rotation Device: motor drive brushless direct drive motor; R.P.M. 2,Vega Marine Rotating Beacon,,VRB-25-LED-8P-2T,2Tire LED -8P-2T,2,6,8,( 06 In sevies,True,True,False,False,,,False,RCC tower by using slip from method with spiral half round staircase and lift,45,Spiral Band White & Black,2019,1860,grounds,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/mm10.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-mumbai/arnala-lighthouse,"2019 (station established 1860). Active; focal plane 33 m (108 ft); three flashes every 15 s, white or red depending on direction. 30 m (98 ft) round concrete tower with lantern and double gallery, painted with black and white spiral bands. Emmanuel Dinis has a 2022 closeup photo, Nitin Bhoir has a 2023 photo, Mahendra Kharpade has a March 2020 view from the sea and Google has a satellite view of the new tower. There's a closeup late 2019 YouTube video of the new tower and its 1996 predecessor, a square skeletal tower with double gallery painted white. The older tower was demolished. The original light on a mast was replaced by skeletal towers in 1907 and again in 1967. Located in Arnala, a ",IND-074,,https://www.dgll.nic.in/sites/default/files/2022-11/Arnala%20Lighthouse.jpg,True,,"[""Colour given as 'WR' with no sector bearings"", ""No. of lens '08 ( 06 In sevies)' is unclear"", ""Duration of Flash field reads '15 Sec , 2rpm'; 2 rpm with 8 lenses does not obviously match 3 flashes per 15 s"", ""RACON and NAIS sections are blank tables""]",{},{},"[2220, 2218]",DGLL
uttan-point-lighthouse-and-dgps-station,Uttan Point Lighthouse and DGPS Station,lighthouse,Mumbai,19.275,72.78,DGLL ledger,,F 0499,"Fl (2) W 15 Sec. (fl 0.25, ec 3.51, fl 0.25, ec 10.99)",Fl,W,2,15,"[0.25, 3.51, 0.25, 10.99]",ledger,0.25,False,,24,19.7,18.8,19.7,69940,53,revolving,5,Size: 187.5 mm (5th Order) revolving; Rotation Device: Dual Stepper Motor 40 Kg cm; R.P.M. 4,M/S. Chance Bros.,,5th Order,187.5 mm (5th Order) revolving,4,2,,,True,True,True,True,,,False,Square Masonry Tower,12.8,Red & White bands,1960,1960,grounds,True,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/mm11.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-mumbai/uttan-point-lighthouse-and-dgps-station,"1960. Active; focal plane 53 m (174 ft); two white flashes every 15 s. Approx. 17 m (56 ft) square cylindrical masonry tower with lantern and gallery, painted with horizontal red and white bands and attached to a 1-story keeper's house. Ambert Miranda has the 2021 photo seen below right, Pravin Ubhare has a photo, Amar Kumar has a 2011 photo, and Google has a satellite view. Located near the northwestern point of Salsette Island, about 50 km (30 mi) north of Mumbai. Accessible by road. Site open, tower closed. ARLHS IND-119; Admiralty F0499; NGA 28060.",IND-119,Q89104801,https://www.dgll.nic.in/sites/default/files/2022-11/Uttan%20Point%20Lighthouse%20and%20DGPS%20Station.jpg,True,,"[""Duration of Flash given as 0.70 Sec but characteristic sequence gives 0.25 s flashes"", ""No. of lens given as '2 of 135º'""]","{""ais"": 2017}","{""ais"": {""year"": 2017, ""src"": ""ledger""}, ""dgps"": {""year"": 2003, ""src"": ""network""}}","[2544, 1975, 1739]",DGLL
