id,name,kind,region,lat,lon,pos_src,address,alol,char,ckind,colour,group,period,phases,phases_src,flash_s,sectored,sectors_text,lum_nm,geo_nm,iala_nm,reach_nm,intensity_cd,elev_m,optic,optic_order,optic_evidence,optic_make,optic_model,optic_type,optic_size,rpm,panels,panels_total,panels_note,led,solar,ais,dgps,racon,navtex,vts,tower_type,tower_h_m,tower_colour,tower_year,established,visit,tourism,museum,record,ledger_url,page_url,rowlett,arlhs,wikidata,photo,transcribed,no_ledger,ledger_issues,equip_years,equip_since,tenders,photo_credit
malpe-lighthouse,Malpe Lighthouse,lighthouse,Goa,13.22667,74.69,DGLL ledger,,F0655,Fl(White)3sec.,Fl,W,1,3,"[2.5, 0.5]",derived,2.5,False,,12,15.6,,12,,28,flasher,,Optic: Drum optic; Rotation Device --; R.P.M. --,,,SL 155,180mm,,1,,,False,True,False,False,,,False,Rectangular Masonary Tower,12,White,1973,1901,closed,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/Master%20Ledger%20Goa%2016.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-goa/malpe-lighthouse,"1973 (station established 1901). Active; focal plane 29 m (95 ft); white flash every 3 s. Approx. 12 m (39 ft) square cylindical masonry tower with lantern and gallery, painted white. Two 1-story keeper's houses. A photo showing both lighthouses (1/5 the way down the page) and a view from the sea are available and Google has a satellite view. Jayalal Udupi has a pier view of the island in which the tower can just be seen. Located atop an island southwest of the entrance to the harbor of Malpe. Accessible only by boat. Site status unknown. ARLHS IND-098; Admiralty F0655; NGA 27708.",IND-098,,https://www.dgll.nic.in/sites/default/files/2022-11/Malpe%20Lighthouse.jpg,True,,"[""Duration of flash 2.5 Sec in a 3 sec period (flash longer than eclipse)"", ""RACON Sr. No 6295 listed but all RACON details blank"", ""Commissioning 1901 with subsequent innovations 1973, 2012""]",{},{},[],DGLL
kaup-lighthouse,Kaup Lighthouse,lighthouse,Goa,13.22333,74.73667,DGLL ledger,,F 0658,"fl (3) W 20 Sec. (fl 0.25, ec 3.75, fl 0.25, ec 3.75, Fl 0.25, ec 11.75)",Fl,W,3,20,"[0.25, 3.75, 0.25, 3.75, 0.25, 11.75]",ledger,0.25,False,,25,17.5,24.8,17.5,725322,43,revolving,2,Type: Cut and Polished Revolving; Rotation Device: Dual Stepper Motor; R.P.M. 3,Stone Chance,,"Fresnel Lens, Cut and Polished Revolving",700 mm (2nd order),3,3,,,False,True,True,False,,,False,Circular stone Masonry Tower,34,"Black and white bands (Band width 5.44m, Bottom band black, No. of bands 5)",1901,1901,open,True,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/Master%20Ledger%20Goa%2010.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-goa/kaup-lighthouse,"1901 (British). Active; focal plane 43 m (141 ft); three white flashes every 20 s. 27 m (89 ft) round masonry tower with lantern and gallery, painted with black and white horizontal bands; lantern dome painted red. Vignesh Poojary's photo is at right, Kishan Kusagur has a 2022 closeup, Nishant Nadar has a 2020 photo, Nagaraj V. Gowda has a closeup, Anita Bora has a 2005 photo, Huelse has a historic postcard view, Krishna Acharya has a beach view, and Google has a satellite view. This is easily the best known lighthouse of Karnataka. In December 2021 district officials announced plans for visitor improvements including a paved path and viewing platform. Located on a low but rocky promontory i",IND-091,Q29959903,https://www.dgll.nic.in/sites/default/files/2022-11/Kaup%20Lighthouse.jpg,True,,"[""RACON section lists Sr. No 6295 but make, model, code, band and installation date are all '--'""]",{},"{""ais"": {""year"": 2012, ""src"": ""network""}}","[1897, 1816]",DGLL
chennai-lighthouse,CHENNAI LIGHTHOUSE,lighthouse,Chennai,13.03944,80.28083,DGLL ledger,,F 0936,White Group Flash (2) Every 2 Sec (0.57+1.93+0.57+6.93),Fl,W,2,10.0,"[0.57, 1.93, 0.57, 6.93]",ledger,0.57,False,,22,19.3,21.8,19.3,230983,58,revolving,3,Optic/Type: 3rd Order Revolving Optic; Rotation Device: Stepper Motor; R.P.M. 3,B.B.T,,3rd Order Revolving Optic,375 mm (3rd Order Small) Revolving,3,4,,,True,True,True,False,K,,False,Triangular PRISM - RCC tower,45.72,Red & White - Horizontal band,1977,1796,open,True,True,True,https://www.dgll.nic.in/sites/default/files/2022-12/ch2.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-chennai/chennai-lighthouse,"1977 (station established 1796). Active; focal plane 57 m (187 ft); two white flashes every 10 s. 46 m (151 ft) pentagonal cylindrical concrete tower with lantern and double gallery, attached to a 3-story circular harbor control building. The two seaward sides of the lighthouse are painted with horizontal red and white bands. A 2023 photo by Venkata Lokesh is at right, Trabas has Eckhard Meyer's 2008 photo, Kelly Cheng also has a photo, R. Srijith has a view from the beach, Wikimedia has several photos, and Google has a 2022 street view and a satellite view. Waves from the great tsunami of 26 December 2004 damaged the base of the lighthouse, but there were no casualties. The lighthouse reope",IND-010,Q6546309,https://www.dgll.nic.in/sites/default/files/2022-11/dg23.jpg,True,,"[""Headline says Group Flash (2) every 2 sec but sequence 0.57+1.93+0.57+6.93 sums to 10 s"", ""Duration of Flash (Main) printed as '10 sec', inconsistent with 0.57 s flashes in the sequence"", ""Luminous range given for two atmospheric transmission factors (A.T.F. 0.74 @ 22 NM, A.T.F. 0.84 @ 35 NM); 22 NM used""]","{""racon"": 2010}","{""racon"": {""year"": 2010, ""src"": ""ledger""}, ""ais"": {""year"": 2012, ""src"": ""network""}}","[2241, 1967, 1921, 1900, 1719, 1596]",DGLL
surathkal-lighthouse-and-dgps-station,Surathkal Lighthouse and D.G.P.S Station,lighthouse,Goa,13.00365,74.79053,DGLL ledger,,F0660,"Fl W 10 Sec. (Fl. 0.37, Ec. 9.63)",Fl,W,1,10,"[0.37, 9.63]",ledger,0.37,False,,24,17.5,24.1,17.5,567273,43,revolving,3,Type: Revolving; Rotation Device: Dual stepper motor 40 kg/cm; R.P.M. 2 RPM,B.B.T.,,Revolving,500 mm,2,3,,,False,True,True,True,C,,False,Square Masonry Tower,30,Red & White Bands – 5 Nos. (3 Red + 2 White),1972,1972,open,True,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/Master%20Ledger%20Goa%2011.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-goa/surathkal-lighthouse-and-dgps-station,"1972. Active; focal plane 44 m (144 ft); white flash every 10 s. 36 m (118 ft) square cylindrical concrete tower with lantern and gallery, painted with red and white horizontal bands. 2-story keeper's house adjacent or attached to the lighthouse. A 2021 photo is at right, another good photo is available, Raghavendra Joshi has a 2018 photo, Wikimedia has a photo, P. Bachodi has a distant photo, Sandeep Nayak has a beach view, and Google has a satellite view. Standing by a very popular beach, this lighthouse functions as the landfall light for Mangalore. In 2020 DGLL approved plans to renovate the lighthouse as a tourist attraction. Located off the beach about 8 km (5 mi) north of Suratkal and",IND-114,,https://www.dgll.nic.in/sites/default/files/2022-11/Surathkal%20Lighthouse%20and%20D.G.P.S%20Station.jpg,True,,"[""Longitude printed without hemisphere letter; taken as E"", ""NAIS MMSI printed as 4192237 (7 digits, not the usual 9)"", ""DGPS: NAUTEL, 320, 500, RS IDs 412/413, Beacon ID 106, commissioned 06/05/1998, recapitalised 22/06/2017""]","{""racon"": 2005, ""ais"": 2017}","{""racon"": {""year"": 2005, ""src"": ""ledger""}, ""ais"": {""year"": 2017, ""src"": ""ledger""}, ""dgps"": {""year"": 2003, ""src"": ""network""}}","[1817, 1816, 1796]",DGLL
mahabalipuram-lighthouse,MAHABALIPURAM LIGHTHOUSE,lighthouse,Chennai,12.61536,80.19182,OpenStreetMap way/1552901513,,0932,FL (1) W 10 Sec (fl 0.4),Fl,W,1,10,"[0.4, 9.6]",derived,0.4,False,,18.9,19.1,24.8,18.9,750644,48.4,revolving,2,Type: Revolving; Rotation Device dual stepper motor assembly; R.P.M. 2 r.p.m,"M/s Chance Bros, England.",,Revolving,700 mm,2,3,,,True,True,True,False,,,False,Circular Stone Masonary,26,No Day mark painting,1900,1887,open,True,True,True,https://www.dgll.nic.in/sites/default/files/2022-12/ch3.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-chennai/mahabalipuram-lighthouse,"1900 (British; station established 1887). Active; focal plane 42 m (138 ft); white flash every 10 s. 26 m (85 ft) round stone tower with lantern and gallery; unpainted; lantern dome painted red. 2nd order Fresnel lens in use. Ali Akbar's 2024 photo is at the top of this page, Srini Swaminathan has a closeup photo, Trabas has a 2014 photo by Alfonso Biescas Vignau, Wikimedia has numerous photos, Asharul Seikh has a 2021 photo, Forand has a historic postcard view, Huelse has a closeup postcard view, and Google has a street view and a satellite view. This is probably the best known and most often visited lighthouse on India's east coast. In 2013 it was one of the first lighthouses in India iden",IND-016,Q18127656,http://commons.wikimedia.org/wiki/Special:FilePath/Mahabalipuram%20Lighthouse%2C%20India.jpg,True,,"[""ALOL printed as '0932' without letter prefix"", ""RACON and DGPS sections are blank tables""]",{},"{""ais"": {""year"": 2012, ""src"": ""network""}}","[2057, 1970, 1719, 1702, 1659, 1658, 1614, 1603, 1597, 1600, 1599, 1589]",DGLL
kasargod-lighthouse,KASARGOD LIGHTHOUSE,lighthouse,Kochi,12.50533,74.97317,DGLL ledger,,F 0668.5,Fl (3) W 20 sec,Fl,W,3,20,"[1.0, 2.0, 1.0, 2.0, 1.0, 13.0]",derived,,False,,20,17.5,19.3,17.5,86455,38.5,revolving,,Optic: Revolving Beacon; Rotation Device: Brushless DC motor (gear less direct drive); R.P.M. 3,M/s Tideland,TRB 220,Revolving Beacon,110mm,3,3,,,True,True,True,False,,,False,Octagonal Concrete Tower,30,Black and White Band,1984,1984,open,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/Master%20Ledger%20Cochin%2001.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-kochi/kasargod-lighthouse,"1984. Active; focal plane 36 m (118 ft); three white flashes every 20 s. 30 m (98 ft) octagonal concrete tower with lantern and gallery, painted with black and white horizontal bands. A 2021 photo is at right, Wikimedia has a 2012 photo, Rajat Pai has a closeup, a 2022 photo and a fine 2017 photo are available, Adithya Kumar has a street view from atop the tower, and Google has a 2023 street view and a satellite view. Located just behind the beach at Kasaragod, the northernmost city of Kerala. Site open, tower open daily except Sunday in late afternoon. . ARLHS IND-090; Admiralty F0668.5; NGA 27680.",IND-090,,https://www.dgll.nic.in/sites/default/files/2022-11/KASARGOD%20LIGHTHOUSE.jpg,True,,[],{},"{""ais"": {""year"": 2012, ""src"": ""network""}}","[2073, 1814]",DGLL
kadapakkam-lighthouse,KADAPAKKAM LIGHTHOUSE,lighthouse,Chennai,12.27539,80.01097,DGLL ledger,"The Navigational Assistant Gr-I Kadapakakm Lighthouse, Cheyyur Taluk Kadapakkam, Tamilnadu-603304",F 0929,"White, Group 3 Flash Every 20 Second",Fl,W,3,20,"[0.45, 4.55, 0.45, 4.55, 0.45, 9.55]",ledger,0.45,False,,20,,15.8,20,20000,,revolving,,Rotation Device: Inbuilt stepper motor with drive; R.P.M. 3 RPM,"M/s Pharos Marine Automatic Power, Houston, TX",APRB-288,,"Height- 470 mm, Diameter-536 mm",3,8,,,True,True,False,False,,,False,RCC Round Tower,30,Red and White Spiral Band,2013,2013,grounds,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/ch4.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-chennai/kadapakkam-lighthouse,"2013. Active; focal plane 36 m (118 ft); three white flashes every 20 s. 32 m (105 ft) round cylindrical concrete tower with lantern, gallery, and a round observation platform. Lighthouse painted with red and white spiral bands. Prem Kumar has a 2016 photo, V. Saravanan has a distant view, Sandeep Jinnu has a closeup 2019 photo, and Google has a 2023 street view and a satellite view. The lighthouse was placed in service in November 2013. Located in Kadapakkam, a town about 40 km (25 mi) north of Puducherry, close to the historic (1760) Alamparai Fort. Site open, tower status unknown. Admiralty F0929; NGA 27110.",,Q141194251,https://www.dgll.nic.in/sites/default/files/2022-11/dg4.jpg,True,,"[""Elevation given as '--'"", ""Optic lists 'No. of lens 3' and 'No. of Panels 8 (Octagonal Type)'; 8 panels at 3 RPM does not match Gp Fl(3) every 20 s""]",{},{},[],DGLL
mount-dilli-lighthouse,MOUNT DILLI LIGHTHOUSE,lighthouse,Kochi,12.00667,75.20333,DGLL ledger,"Head Light Keeper(SS)/Navigational Assistant Gr.I, Mount Dilly Lighthouse, Naval Academy (PO) Kannur-Dist, Pin 670310",0669.5,Fl (2) W 20 sec (fl 0.53) (0.53+1.97+0.53+16.97=20Seconds),Fl,W,2,20,"[0.53, 1.97, 0.53, 16.97]",ledger,0.53,False,,19.6,20.5,19.5,19.6,93000,62,revolving,,Type: Revolving Beacon; Rotation Device: Stepper motor; R.P.M. 3 RPM (one revolution in 45 Sec),"J.Stone & Co, Kolkata",,Revolving Beacon,300 mm (IVth Order large) Revolving,3,2,,,True,True,True,False,K,,False,Hexagonal Masonry Tower,18,Red and White Band,1979,1979,closed,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/Master%20Ledger%20Cochin%2002.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-kochi/mount-dilli-lighthouse,"1979. Active; focal plane 70 m (230 ft); two white flashes every 20 s. 17 m (56 ft) triangular cylindrical masonry tower with lantern and double gallery, painted white red and white horizontal bands. A radar antenna is mounted atop the lantern. Sudarsh Suriya has a 2017 photo, Suriya Narayanan has a 2018 photo, Pradeep Kumar has a 2022 photo, and Google has a satellite view. The lighthouse is built on a very prominent headland called Kotte Kunnu or Mount Dilli. It's surprising there was no lighthouse built earlier at this location, where the British lighthouse engineer Alan Stevenson had recommended one in 1926. The lighthouse was formerly a tourist attraction, but the area was acquired by t",IND-102,,https://www.dgll.nic.in/sites/default/files/2022-11/mount%20dilli_0.jpg,True,,"[""R.P.M. '3 RPM (one revolution in 45 Sec)' is self-contradictory (45 s per revolution = 1.33 RPM)"", ""Duration of Flash 0.6 Sec differs from characteristic fl 0.53"", ""ALOL printed '0669.5' without letter prefix"", ""NAIS MMSI blank""]","{""racon"": 2018}","{""racon"": {""year"": 2018, ""src"": ""ledger""}, ""ais"": {""year"": 2012, ""src"": ""network""}}","[2250, 2031, 1923]",DGLL
puducherry-lighthouse-and-dgps-station,Puducherry Lighthouse And DGPS Station,lighthouse,Chennai,11.915,79.83167,DGLL ledger,"The Asst. Engineer (E), Puducherry Lighthouse Cum DGPS Station, Vambakeerapalayam, Puducherry – 605001",F 0926,"GROUP OF 2 WHITE FLASH IN 15 SEC ( FL-0.48, EC-3.27, FL-0.48, EC-10.77)",Fl,W,2,15,"[0.48, 3.27, 0.48, 10.77]",ledger,0.48,False,,25.7,19,25.6,19,1000000,49.08,revolving,,Type: Revolving; Rotation Device: DC Stepper motor; R.P.M. 2 RPM,J-Stone & Co.,,Revolving,300 MM,2,4,,,False,True,True,True,D,,False,Hexagonal RCC Tower,45,Black and White Band,1979,1836,open,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/ch5.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-chennai/puducherry-lighthouse-and-dgps-station,"1979 (station established 1836). Active; focal plane 48 m (157 ft); two white flashes every 15 s. 46 m (151 ft) hexagonal cylindrical concrete tower with an expanded watch room, lantern and gallery, plus two additional galleries lower on the tower. Lighthouse painted with horizontal black and white bands. Sandhikshan Das has a 2022 photo, Krishna Kumar has a closeup 2016 photo, Sea-Seek.com has a photo, Karthik Easvur has a 2015 photo, Siva Kumar Sathyamangalam has a view from the sea, Kamal Bharathi has a street view from atop the lighthouse, Arun Vasanth has a street view, and Google has a satellite view. The lighthouse opened to tourists in 2014. Located in south Puducherry, about 2 km (1",IND-012,Q108678539,https://www.dgll.nic.in/sites/default/files/2022-11/dg5.jpg,True,,"[""No. of panels 'Four (Two of 135 and Two of 45)'"", ""Luminous range given at two atmospheric transmission factors (25.7 NM @ 0.74, 41.5 NM @ 0.85); 25.7 used""]","{""ais"": 2018}","{""racon"": {""year"": 2004, ""src"": ""network""}, ""ais"": {""year"": 2018, ""src"": ""ledger""}, ""dgps"": {""year"": 2003, ""src"": ""network""}}","[2061, 1968, 1949, 1703, 1662, 1574]",DGLL
kannur-lighthouse,Kannur Lighthouse,lighthouse,Kochi,11.85833,75.35667,"DGLL ledger, seconds column read as decimal minutes (matches OpenStreetMap node/2588063897)","Navigational Assistant Gr-I Kannur Lighthouse Burnacherry Post ,Near guest house Kannur-670013 Kerala",F -0672,Flash (1) W 10 sec (2.04+7.94),Fl,W,1,10,"[2.04, 7.94]",ledger,2.04,False,,18.8,16.9,18.8,16.9,69750,35,revolving,5,Rotation Device: Stepper motor; R.P.M. 1.5; Pedestal: Ball bearing,"BBT, France",,,187.5mm/5th order,1.5,4,,,True,True,False,False,,,False,Circular tower on RCC Base,23,Red and White Band,1976,1903,open,True,True,True,https://www.dgll.nic.in/sites/default/files/2022-12/Master%20Ledger%20Cochin%2004.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-kochi/mahe-lighthouse,"1976 (station established 1903). Active; focal plane 35 m (115 ft); white flash every 10 s. 23 m (75 ft) round concrete tower with gallery and a small lantern, painted red with one white horizontal band. A 2024 photo is at right, Mohamed Salim has a good closeup photo, Wikimedia has a photo, Lightphotos.net has a closeup, and Google has a satellite view and a 2017 street view. Kannur (formerly called Cannanore) is the largest city of North Kerala with a metropolitan population of more than 1.6 million. is The first Cannanore lighthouses were at Fort St. Angelo, an early 16th century Portuguese fort. Lanterns were shown from the fort walls as early as 1843. A permanent light was mounted on a ",IND-079,,https://www.dgll.nic.in/sites/default/files/2022-11/MAHE%20LIGHTHOUSE.jpg,True,,"[""Ledger has no station title; postal address names 'Kannur Lighthouse, Burnacherry Post, Kannur' although file slug is mahe-lighthouse"", ""Position printed as 11° 51’5’ / 75° 21’4’; read as degrees-minutes-seconds (could be 51.5'/21.4')"", ""Sequence 2.04+7.94 sums to 9.98 s, not 10 s"", ""This ledger is published on DGLL's Mahe Lighthouse page, but its address, position and light are Kannur Lighthouse's""]",{},{},"[2572, 2096, 2025, 1880]",DGLL
cuddalore-lighthouse,Cuddalore Lighthouse,lighthouse,Chennai,11.7035,79.77267,DGLL ledger,"The Asst. Engineer (E), Cuddalore Lighthouse, Cuddalore Old Town, Cuddalore – 607003",F 0910,WHITE FLASH EVERY 5 SECS (FL 2.0 + EC 3.0),Fl,W,1,5,"[2.0, 3.0]",ledger,2.0,False,,12,13.7,,12,,19,flasher,,Type: LED FLASHER; Rotation Device '-'; R.P.M. '-',"LMV, SPAIN",,LED FLASHER,,,,,,True,True,False,False,,,False,CIRCULAR RCC Tower,19,White,1890,1890,grounds,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/ch6.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-chennai/cuddalore-lighthouse,"1890 (British). Active; focal plane 13 m (43 ft); three white flashes every 10 s. 16 m (52 ft) round cylindrical tower with lantern and gallery. Lighthouse painted white; lantern dome is red. Chandru Sekar has the 2021 photo seen at right, a 2018 photo is available, P.J. Sinna has a 2011 photo, and Google has a satellite view. This historic lighthouse and the Kodikkaraik lighthouse mark the northern entrance to Palk Bay. Located on Calimere Point, about 60 km (37.5 mi) south of Nagappattinam. Site open, tower status unknown. ARLHS IND-024; Admiralty F0910; NGA 27144.",IND-024,,https://www.dgll.nic.in/sites/default/files/2022-11/dg6.jpg,True,,[],{},{},"[2277, 2003]",DGLL
mahe-lighthouse,Mahe Lighthouse,lighthouse,Kochi,11.70214,75.53002,OpenStreetMap way/841683098,"Navigational Assistant Gr-I Kannur Lighthouse Burnacherry Post ,Near guest house Kannur-670013 Kerala",F 0678,two white flashes every 10 s,Fl,W,2,10.0,"[0.7, 1.0, 0.7, 7.6]",derived,,,,,16.0,,16.0,,30.0,,,,,,,,,,,,,,,,,,False,13 m (43 ft) round cylindrical white stone or concrete tower with gallery; lantern removed,13.0,,1893,1885,,False,False,True,,,"1893 (station established 1885). Active; focal plane 30 m (98 ft); two white flashes every 10 s. 13 m (43 ft) round cylindrical white stone or concrete tower with gallery; lantern removed. José Thomas has a 2022 closeup photo, a 2016 closeup photo and a view from the beach are available, and Google has a satellite view. The top of the lighthouse is seen in a street view from the riverside walkway. The light here was described for many years as a ""white mast on a stone base,"" and a photo of the pyramidal base is available. Located at the base of the breakwater on the south side of the entrance to the Mahé (Mayyazhi) River. A popular riverside walkway passes the lighthouse. Site open, tower cl",,,,,True,,{},{},[2244],
chetlat-lighthouse,CHETLAT LIGHTHOUSE,lighthouse,Kochi,11.69667,72.71833,DGLL ledger,,F-0749,Fl (3) White 30 Sec,Fl,W,3,30,"[1.0, 2.0, 1.0, 2.0, 1.0, 23.0]",derived,,False,,17.16,17.1,,17.1,,36,flasher,,"Optic MBL-160, Type: LED Flasher","MsM, Spain",MBL-160,LED Flasher,,,,,,True,True,False,False,,,False,G I trestle tower,30,Black and White Band,1984,1984,grounds,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/Master%20Ledger%20Cochin%2018.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-kochi/chetlat-lighthouse,"1984. Active; focal plane 36 m (118 ft); three white flashes every 30 s. 30 m (98 ft) square galvanized iron skeletal tower, painted with black and white horizontal bands; there is a 1-story concrete equipment room inside the base. Google has a satellite view. Another sibling of the Amini Light. Chetlat is a small, isolated island on the northeast side of the Amindivis. Boat transportation is available about once a week from the other islands. Located by the pier on the west side of the island. Site open, tower closed. Admiralty F0749; NGA 27588.",,,https://www.dgll.nic.in/sites/default/files/2022-11/CHETLAT%20LIGHTHOUSE.jpg,True,,"[""Ledger never names the station; postal address and facilities refer to Kadamat Lighthouse / Kadamat Island, so this sheet may be Kadamat's data filed under Chetlat"", ""Position minutes printed with a double-prime (\"") sign; treated as decimal minutes"", ""Source of energy says 'Solar Plant: NIL' yet lists solar panels""]",{},{},"[2543, 2075]",DGLL
bitra-lighthouse,BITRA LIGHTHOUSE,lighthouse,Kochi,11.59667,72.19,DGLL ledger,"Lighthouse Attendant, Bitra Lighthouse, Bitra island, UT of Lakshadweep, 680 554",F-0750,Fl (2) White 10 Sec,Fl,W,2,10,"[0.7, 1.0, 0.7, 7.6]",derived,,False,,16.62,16.6,,16.6,,33,flasher,,"Optic MBL-160, Type: LED Flasher","MSM, Spain",MBL-160,LED Flasher,,,,,,True,True,False,False,,,False,G I trestle tower,30,Red and White Band,1984,1977,grounds,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/Master%20Ledger%20Cochin%2019.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-kochi/bitra-lighthouse,"1984 (station established 1977). Active; focal plane 33 m (108 ft); nine quick white flashes every 10 s. 30 m (98 ft) square galvanized iron skeletal tower, painted with red and white horizontal bands; there is a 1-story concrete equipment room inside the base. The tower is hard to see in Google's satellite view. One more Amini class lighthouse. The original light was on a shorter wood skeletal tower. Bitra is a small island in a large atoll on the west side of the Amindivis. Site open, tower closed. ARLHS LAK-003; Admiralty F0750; NGA 27580.",LAK-003,,https://www.dgll.nic.in/sites/default/files/2022-11/BITRA%20LIGHTHOUSE.jpg,True,,"[""Position minutes printed with a double-prime (\"") sign; treated as decimal minutes"", ""Source of energy says 'Solar Plant: NIL' yet lists solar panels for main light and automation"", ""Year taken from date of commissioning 07.05.1984""]",{},{},"[2578, 2542]",DGLL
portonovo-lighthouse-and-navtex-station,Portonovo Lighthouse And Navtex Station,lighthouse,Chennai,11.50417,79.77,DGLL ledger,,F 0919,Single FL.W. every 15 Sec,Fl,W,1,15,"[0.95, 14.05]",derived,,False,,25.7,16.6,19.8,16.6,103000,32.99,revolving,,Type: Rotating Beacon; Rotation Device: In built DC Motor; R.P.M. 4,MBR-300 (Acrylic Fresnel Lancer),MBR-300,Rotating Beacon,L - 847 mm / B - 312.8 mm,4,6,,,True,True,True,False,B,"{""id_518"": ""O"", ""id_490"": ""E""}",False,Circular tower,30,Red and White Band,1981,1981,open,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/ch7.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-chennai/portonovo-lighthouse-and-navtex-station,"1981. Active; focal plane 36 m (118 ft); white flash every 15 s. 39 m (128 ft) round cylindrical concrete tower with lantern and double gallery, painted with horizontal red and white bands. Vinoth Kuma's 2022 photo is at right, P.C.R. Antony has a closeup photo, Hasan Shaik has a photo, and Google has a satellite view. This was another location hit badly by the tsunami of 26 December 2004. One of the keepers lost his father and his son to the tsunami. The three daughters of the head keeper were also washed away, but they were rescued by local villagers. Named by Portuguese sailors, Porto Novo (Parangipettai) is a historic European base (its Tamil name means ""home of the foreigners""). However",IND-053,Q126085369,https://www.dgll.nic.in/sites/default/files/2022-11/dg7.jpg,True,,"[""Duration of Flash given as '15 Sec', same as the period; not transcribed as flash_duration_s"", ""Intensity printed as '10,3000 Cdls' (irregular digit grouping), read as 103000"", ""NAIS MMSI printed as '88' (implausible)"", ""6 lenses at 4 RPM does not match a single flash every 15 s unless panels are blanked; not stated"", ""Emergency light: Halogen Lamp 100 watts / 12 V DC (Drum Optic)""]","{""racon"": 2013, ""ais"": 2015}","{""navtex"": {""year"": 2015, ""src"": ""network""}, ""racon"": {""year"": 2013, ""src"": ""ledger""}, ""ais"": {""year"": 2015, ""src"": ""ledger""}}","[2587, 2060, 2002, 1821, 1698]",DGLL
kiltan-lighthouse-north,KILTAN LIGHTHOUSE (NORTH),lighthouse,Kochi,11.4965,72.99917,DGLL ledger,,F 0752,Fl (2) W 15 sec,Fl,W,2,15,"[0.53, 1.5, 0.53, 12.44]",derived,0.53,False,,11.3,12.1,,11.3,,13,flasher,,"Type: Electronic Flashing Unit; LED marine flashing lantern, 9 LED arranged in circular array",Mediterraneo Senales Maritimas,MBL -160,Electronic Flashing Unit,Lamp Unit Dia 48.00CM,,,,,True,True,False,False,,,False,Square RCC Block tower,13,White,2011,1937,grounds,False,False,True,https://www.dgll.nic.in/sites/default/files/2022-12/Master%20Ledger%20Cochin%2020.pdf,https://www.dgll.nic.in/DGLL-light-house-location/about-kochi/kiltan-lighthouse-north,"2011 (station established 1937). Active; focal plane 16 m (52 ft); two white flashes every 15 s. 15 m (49 ft) square cylindrical brick tower with gallery, painted white. Aflal Hussain has the closeup 2022 photo at right and Google has a satellite view. The original light, shown from a 6 m (20 ft) mast atop a 9 m (30 ft) masonry base, was the only navigational light in the islands, except for the Minicoy lighthouse, until the Androth East End lighthouse was built in 1967. It was replaced in 1976 by a cylindrical white concrete tower with two galleries. Located on the beach at the extreme northern tip of the island. Site open, tower closed. ARLHS LAK-007; Admiralty F0752; NGA 27572.",LAK-007,,https://www.dgll.nic.in/sites/default/files/2022-11/KILTAN%20LIGHTHOUSE%20%28NORTH%29.jpg,True,,[],{},{},[1706],DGLL
